"Id","SalePrice"
1461,128072.288181515
1462,165290.487977145
1463,188606.544203623
1464,195711.445669277
1465,183453.56719515
1466,175102.050991197
1467,184672.785443124
1468,167479.80510325
1469,191126.049407277
1470,120100.407311804
1471,203148.566690515
1472,99357.9459913523
1473,102911.369836284
1474,158268.429026355
1475,126690.052562899
1476,377825.167855199
1477,242809.861175336
1478,289373.459792017
1479,260976.511576552
1480,511878.568931719
1481,325351.477318144
1482,209692.669566754
1483,176270.035164221
1484,165531.330378556
1485,184434.15237556
1486,201600.944965785
1487,330339.215544902
1488,241945.866979007
1489,192932.780391766
1490,220460.662000078
1491,191551.235874503
1492,97181.8975398732
1493,184917.024578963
1494,295663.631043193
1495,292887.847828417
1496,224473.759837167
1497,178354.75100229
1498,157586.088370048
1499,159258.184023862
1500,150657.007128855
1501,166489.04503436
1502,155926.095799048
1503,301593.534798393
1504,248895.109133212
1505,222235.543305837
1506,194911.532726154
1507,248864.799497223
1508,194708.744234887
1509,157461.326411129
1510,146068.065834605
1511,145241.263341609
1512,170246.774278357
1513,145945.163105783
1514,168538.331780782
1515,197566.867255035
1516,158816.355017835
1517,163751.392237799
1518,145296.691300188
1519,222120.103527
1520,131743.319187843
1521,133265.043338665
1522,172684.159913827
1523,107520.79505937
1524,126848.773902096
1525,126202.827891144
1526,112392.972046437
1527,105416.441400783
1528,152720.801592586
1529,143583.036855665
1530,205935.345998012
1531,91544.7871885097
1532,107238.569024977
1533,146820.393336245
1534,121719.945127457
1535,154483.978831126
1536,113896.795385696
1537,65701.8478168568
1538,153279.04591935
1539,191451.873479017
1540,78763.7429336434
1541,137746.465959734
1542,142239.015125109
1543,183171.604278732
1544,79201.120882755
1545,111769.978731236
1546,123937.827061155
1547,128612.874630637
1548,138777.44450379
1549,112575.339294608
1550,125926.0119921
1551,123512.074067706
1552,134278.178396949
1553,135214.351895093
1554,120333.604423759
1555,159260.325130682
1556,84172.7398409527
1557,106592.056066936
1558,95827.6494185289
1559,57740.0059006601
1560,142089.823072784
1561,123497.887407272
1562,132696.36585006
1563,120838.777492458
1564,161455.708302128
1565,139900.265819972
1566,251432.077486546
1567,80644.0513158216
1568,205542.14587128
1569,132087.605197208
1570,137413.494308862
1571,124732.398667404
1572,151596.9127904
1573,232828.744948371
1574,115872.026622282
1575,213561.523998916
1576,239682.096524603
1577,186940.091656159
1578,135916.830398309
1579,144109.416203064
1580,200604.254171191
1581,153818.708074617
1582,129674.703472664
1583,331192.673719736
1584,226546.466862987
1585,138596.951043683
1586,79322.108180532
1587,98397.3334776542
1588,147754.480780859
1589,102806.404353523
1590,138960.004636532
1591,95737.4265090715
1592,118426.108814807
1593,121426.977235909
1594,135300.759337999
1595,105414.398285103
1596,245374.711816106
1597,200679.25197867
1598,214737.684519423
1599,158947.04998015
1600,163146.961579157
1601,70299.9553041525
1602,113117.082014998
1603,73812.8337134845
1604,282253.620730715
1605,254129.382164563
1606,178326.28432783
1607,194875.767553434
1608,215236.875667617
1609,186067.641220876
1610,155844.44539158
1611,141087.920176716
1612,170656.688019807
1613,175293.218619209
1614,123442.869387622
1615,90584.7431936206
1616,77734.0154809688
1617,94806.7778601268
1618,130162.59233342
1619,142863.038113819
1620,162453.456802284
1621,140920.938654764
1622,143181.826953655
1623,278442.337451479
1624,212702.10783413
1625,126049.582697742
1626,171812.74804011
1627,181591.239072934
1628,270434.102606704
1629,178357.017455838
1630,346236.711674909
1631,220076.080237623
1632,237489.496674127
1633,175353.994944013
1634,189421.059229773
1635,176495.115698036
1636,155854.796421149
1637,189923.921117149
1638,204628.053977832
1639,180315.196930964
1640,281512.974604226
1641,177330.730016947
1642,215904.560718297
1643,231942.626629702
1644,234992.560927897
1645,208938.43188875
1646,159462.066496513
1647,168153.101546642
1648,131729.437459061
1649,135287.318631198
1650,115691.828715398
1651,125310.97188514
1652,106316.549655129
1653,109165.684002159
1654,154424.891273002
1655,152662.69754071
1656,150391.289436717
1657,155294.634166126
1658,145761.546017663
1659,136606.373295363
1660,151068.799351895
1661,450021.659647883
1662,420990.973456233
1663,402933.349419727
1664,565633.909129001
1665,310571.64217617
1666,331635.092234985
1667,383027.12420147
1668,339542.512171442
1669,299216.29538045
1670,366701.072580015
1671,266762.336381897
1672,491765.308615552
1673,279399.530276306
1674,256258.213472167
1675,182518.649573672
1676,189761.794308452
1677,215338.306660077
1678,507232.151847771
1679,367131.296192469
1680,346811.911865769
1681,248170.835786246
1682,300124.610550859
1683,182303.653082133
1684,187843.046035538
1685,171672.855243838
1686,169036.857324925
1687,173704.032210288
1688,192044.935081007
1689,196488.703675979
1690,192455.421421421
1691,184245.378203718
1692,266729.348234549
1693,170262.63478559
1694,177153.082538287
1695,168781.311811339
1696,274101.269700358
1697,174726.010495153
1698,353896.370954158
1699,304265.335072455
1700,239455.939234345
1701,264910.817611795
1702,262248.504508588
1703,270864.838103231
1704,277639.837859255
1705,246182.114762633
1706,479183.251804097
1707,212212.127731442
1708,207462.383559877
1709,287559.759052977
1710,228004.222532437
1711,269648.916196882
1712,262370.868196231
1713,257427.50251469
1714,220418.73540825
1715,196503.318110287
1716,194109.047561949
1717,182056.618577827
1718,138115.627463474
1719,201159.63754702
1720,236472.587996873
1721,176637.31129023
1722,132845.748162494
1723,164836.254290714
1724,209025.1249805
1725,227123.073294575
1726,180870.723049134
1727,150947.245634431
1728,188650.537372377
1729,162610.527503365
1730,155050.210225607
1731,123787.342587008
1732,133048.678410966
1733,119302.017822974
1734,125160.466094842
1735,134866.614281273
1736,119760.628827276
1737,353479.98099645
1738,235084.05641123
1739,272019.533758879
1740,219175.365209251
1741,186739.847090383
1742,165582.795208206
1743,170264.3993038
1744,296677.378287272
1745,205329.533058591
1746,204288.983186554
1747,224165.325977448
1748,227394.263601315
1749,158424.960174835
1750,135068.249830147
1751,242171.434898942
1752,122870.179933875
1753,148126.751638719
1754,208318.754180221
1755,155458.218435936
1756,132631.917462652
1757,124500.286655983
1758,140448.801320987
1759,169287.530461978
1760,171096.290678805
1761,150166.544813703
1762,175687.043253795
1763,164380.680559027
1764,115630.003268196
1765,183232.696339144
1766,184335.21675794
1767,220613.2703102
1768,145084.645419565
1769,185632.005535851
1770,151822.892129663
1771,124244.197198189
1772,139393.567196524
1773,128992.095805338
1774,137560.89911126
1775,134088.926932456
1776,127545.722706827
1777,105110.980001893
1778,137873.820834683
1779,107419.365806525
1780,191412.462940612
1781,131467.25696498
1782,86434.7288085249
1783,146971.496500628
1784,105919.478590338
1785,113774.482279061
1786,152538.217274709
1787,162497.608804242
1788,62248.1379028903
1789,98700.288151313
1790,79749.1277434621
1791,202502.531453967
1792,163303.330411626
1793,136687.077937413
1794,152067.697007225
1795,135295.045045781
1796,112306.439335865
1797,127816.302448046
1798,116087.47653554
1799,112236.075403747
1800,116259.674834849
1801,137998.255982838
1802,146170.919489832
1803,149005.901022695
1804,141577.595151875
1805,136575.202211722
1806,124309.88532618
1807,133525.488091414
1808,110940.089027021
1809,114260.278579275
1810,135823.663471325
1811,94663.1022676395
1812,91143.7644727109
1813,123604.205687139
1814,96638.4173543149
1815,58858.0905362679
1816,91804.9749364046
1817,102880.579390274
1818,140412.274342802
1819,120961.774851549
1820,41578.9785706369
1821,116050.292352661
1822,139011.120197531
1823,37293.2507229545
1824,122396.122718784
1825,131048.735630558
1826,93139.8803446001
1827,99769.1087262235
1828,129716.228945084
1829,116958.98061942
1830,133469.034086837
1831,151665.360123911
1832,80143.1642510728
1833,135848.179979471
1834,121926.038665502
1835,124240.445076077
1836,126212.443077176
1837,95696.8473051384
1838,124455.391265297
1839,100621.122002909
1840,149065.618263342
1841,145717.418058371
1842,81813.4946567364
1843,129467.832669438
1844,133225.368769771
1845,142997.705940729
1846,149666.631216367
1847,151449.441091372
1848,57051.9680857135
1849,105241.97525526
1850,117112.074242899
1851,152170.895791742
1852,132342.865890479
1853,128738.023502861
1854,170749.412223269
1855,147325.146203295
1856,225602.993481988
1857,137574.404855435
1858,147287.805144073
1859,121928.038474727
1860,160084.6552376
1861,121697.942130449
1862,331162.708680829
1863,329931.02008632
1864,329942.609094738
1865,339538.532660002
1866,340168.993733752
1867,254296.954667599
1868,316278.280798733
1869,211265.727906143
1870,235257.246587533
1871,246527.625449981
1872,165500.381595021
1873,240052.774589193
1874,146491.147388967
1875,214978.8432239
1876,197941.473588968
1877,213803.103135893
1878,202314.866688028
1879,127419.619388752
1880,139443.072430227
1881,237965.883499308
1882,262993.559947457
1883,192833.746924441
1884,208368.121549256
1885,247047.070500757
1886,305620.032981428
1887,215390.859387776
1888,270344.427518892
1889,165859.01490249
1890,123388.700552034
1891,137251.306309064
1892,108055.707248366
1893,137563.085024684
1894,130323.422721869
1895,139454.984807645
1896,127475.0251413
1897,114684.576644598
1898,122119.456864299
1899,162443.775528595
1900,163239.719298784
1901,177330.379200087
1902,156797.275363305
1903,227685.878225579
1904,148977.936549159
1905,201932.030413984
1906,180306.525055816
1907,211691.141324365
1908,120199.431821794
1909,137016.678755196
1910,124752.579503468
1911,206703.472567514
1912,327857.738514347
1913,142448.171232886
1914,51630.1480404353
1915,306247.796105271
1916,68032.0570498645
1917,251524.179653865
1918,143217.563249597
1919,180853.439134623
1920,149275.482503793
1921,414804.940101256
1922,321610.617303527
1923,212467.077855961
1924,226674.392177155
1925,200747.922775147
1926,408547.46122566
1927,135552.495988271
1928,161855.27972898
1929,119709.802668601
1930,134178.350710078
1931,149591.864841487
1932,144585.661033183
1933,178614.927606931
1934,181927.934591516
1935,168108.480617992
1936,182061.646183986
1937,172419.47897917
1938,174349.139032641
1939,249323.330487939
1940,181208.494081613
1941,178824.644189766
1942,178803.912316343
1943,196658.677028078
1944,316720.225381994
1945,357574.231271879
1946,139460.125964047
1947,293788.610396046
1948,183144.593569249
1949,230536.19984509
1950,193656.165991717
1951,255397.64963088
1952,247406.996207574
1953,169305.339816757
1954,199495.729014981
1955,133624.064675592
1956,317105.987756678
1957,157504.715394504
1958,318365.22099646
1959,147225.794224987
1960,110978.047722816
1961,122783.321428836
1962,100801.299973139
1963,107820.304779477
1964,112465.663360036
1965,149061.002544825
1966,144973.595748592
1967,278850.042196692
1968,436442.971497256
1969,385932.914650152
1970,451991.827832396
1971,476846.016919344
1972,414567.656765173
1973,249287.972980029
1974,310036.852390702
1975,518394.571932488
1976,258041.929446207
1977,344628.971335486
1978,340147.265911425
1979,326153.098432286
1980,194719.50207392
1981,351948.492227779
1982,220814.87386449
1983,196659.897939484
1984,169074.082508476
1985,217473.058107175
1986,211114.768036749
1987,176527.127369845
1988,173017.529642605
1989,199664.375107724
1990,213547.65235174
1991,228569.114277585
1992,215273.949406884
1993,175061.73598008
1994,245007.05283115
1995,189427.259716751
1996,251756.788605355
1997,317997.446051054
1998,321224.331527162
1999,249881.449780047
2000,318920.993460989
2001,256683.899374157
2002,246819.35944974
