"Id","SalePrice"
1461,124989.52389477
1462,164894.369842352
1463,189018.997704136
1464,194482.470688147
1465,186755.906358497
1466,173068.324684268
1467,177447.073985294
1468,166532.220418917
1469,186895.520979859
1470,120788.522494706
1471,195777.595079795
1472,96565.3879124779
1473,102235.625203849
1474,153401.888328722
1475,120730.10243728
1476,380898.054789826
1477,244456.251306197
1478,283939.282835324
1479,262375.52447196
1480,520813.093615631
1481,331906.752633512
1482,212084.480744372
1483,176361.281713841
1484,166280.464057925
1485,187643.29452182
1486,199101.095536324
1487,328303.739913734
1488,233003.915743078
1489,194357.460732461
1490,220889.809180046
1491,191158.9109222
1492,95358.6524826713
1493,184098.37689668
1494,295894.077459735
1495,287631.868447727
1496,222651.718021387
1497,176981.858118241
1498,166114.205101787
1499,161643.910402423
1500,155562.028295675
1501,173772.091270549
1502,157965.615031956
1503,289493.142663553
1504,248471.691728994
1505,221877.111958421
1506,195013.727728859
1507,246188.833896332
1508,194509.542340681
1509,154330.507724674
1510,148776.803216682
1511,151502.316186022
1512,172115.027732623
1513,144506.323078374
1514,167570.070701084
1515,190182.402970054
1516,155903.25798569
1517,161656.459996271
1518,141699.756139956
1519,217681.984458442
1520,134457.10804993
1521,134966.618756694
1522,173300.927498875
1523,110275.257451892
1524,124042.721085248
1525,124004.776441544
1526,115434.101807905
1527,107652.322470972
1528,141404.608483244
1529,148098.541141025
1530,202024.158356861
1531,102495.062841908
1532,105870.619329655
1533,147974.426864901
1534,119448.962196647
1535,149010.099152395
1536,114173.442710682
1537,66585.054877779
1538,149585.197379066
1539,188396.487881128
1540,76692.2351786724
1541,135082.490499249
1542,142912.757528665
1543,180249.346855759
1544,79955.0782703274
1545,112239.068678284
1546,127756.685471027
1547,132811.332730427
1548,137126.609309488
1549,113727.426983203
1550,130078.648417389
1551,119236.774866684
1552,139440.400879393
1553,136757.715906544
1554,119154.976928011
1555,161920.463170184
1556,83552.0221753019
1557,107892.785929001
1558,96664.7372044425
1559,63830.5925467915
1560,140462.411202518
1561,119193.947999471
1562,132976.467261913
1563,121747.781316012
1564,160123.458135386
1565,141432.656504215
1566,244493.390820795
1567,80807.4722497245
1568,218032.388441324
1569,139150.911768504
1570,137094.898777586
1571,123378.559318206
1572,147560.928198591
1573,239124.938387816
1574,115105.04306602
1575,218209.226310898
1576,232993.656937256
1577,186697.47995193
1578,136394.225580605
1579,144015.804543288
1580,197615.74642585
1581,154310.118443486
1582,127321.677415966
1583,320276.773870217
1584,224649.676011934
1585,141505.330750243
1586,79870.6161490667
1587,101223.801585122
1588,149627.982737395
1589,103217.988592166
1590,133807.751139698
1591,97668.7293483231
1592,117377.910501259
1593,121171.501387455
1594,127083.671966585
1595,108551.48233367
1596,237489.201929497
1597,197378.265690898
1598,208819.507058428
1599,156242.137716284
1600,160487.545483217
1601,73904.3359867044
1602,115381.299410505
1603,74694.1882686326
1604,273399.710226324
1605,245508.193024937
1606,170521.391545471
1607,186495.64573328
1608,218764.658786468
1609,185969.270632332
1610,158488.412922335
1611,141599.576568107
1612,168043.793574437
1613,173455.723163242
1614,123092.357900238
1615,88559.5403359094
1616,77982.4979823017
1617,93232.7795469797
1618,130574.972755402
1619,141295.328885238
1620,154185.470601312
1621,135800.928355381
1622,144762.039856043
1623,271582.897804856
1624,215462.277300549
1625,122905.485442175
1626,169693.243989116
1627,181176.735344386
1628,265370.198172805
1629,175825.859343188
1630,337877.299382674
1631,224230.875058481
1632,241153.218339351
1633,176892.492941362
1634,192085.146887435
1635,177998.519375785
1636,154973.468966125
1637,191665.565491116
1638,200125.131580722
1639,176408.316235132
1640,270788.039619445
1641,175334.316580485
1642,226840.800590671
1643,228525.653286304
1644,235069.777461777
1645,210581.34435671
1646,158112.212471712
1647,161718.390621432
1648,131657.004231722
1649,138227.51488652
1650,116205.71843943
1651,121410.144066574
1652,104134.924637703
1653,105986.774194164
1654,152584.197344393
1655,145273.377238909
1656,148046.016917089
1657,153238.040198522
1658,147689.119945423
1659,130045.052588291
1660,151989.735571988
1661,448354.591102416
1662,405119.585694088
1663,397721.917837555
1664,561447.281251532
1665,304249.686015496
1666,323940.909803548
1667,383376.883100616
1668,338358.161189458
1669,295073.231789385
1670,360934.463576718
1671,270531.423287461
1672,479052.694213911
1673,280152.810306239
1674,250880.260997711
1675,188476.985911552
1676,194572.509940719
