"Id","SalePrice"
1461,128433.933374544
1462,162077.826811228
1463,183401.977122625
1464,198261.303627472
1465,182580.206996506
1466,175999.542594504
1467,189713.949461657
1468,166461.442630257
1469,191970.203569781
1470,121555.209630497
1471,199037.059364907
1472,105397.537730503
1473,102836.408691745
1474,157453.935512218
1475,126619.44679318
1476,357762.265309458
1477,238074.517103779
1478,293137.052401686
1479,273649.792135897
1480,508052.350526202
1481,312980.917290231
1482,202199.726303933
1483,176356.648744528
1484,165887.371798105
1485,179092.212994825
1486,200069.588733156
1487,333733.587592835
1488,241367.0641235
1489,189409.898866672
1490,229725.311730193
1491,193290.541472594
1492,98073.5248170216
1493,181045.010499506
1494,285817.077188336
1495,289985.727648029
1496,227952.15577844
1497,181586.793387927
1498,159373.179916855
1499,161574.762985377
1500,152640.828212209
1501,165810.166034621
1502,154799.041176615
1503,295723.51986501
1504,243353.420375899
1505,223206.631103956
1506,195357.650133378
1507,255392.433237397
1508,199312.079605741
1509,160546.482488922
1510,145461.627085232
1511,145903.016268548
1512,172017.233855954
1513,148371.087794745
1514,161634.004003641
1515,202886.991799014
1516,157880.385211768
1517,168640.756096786
1518,145258.791884487
1519,222765.480576843
1520,128942.99084827
1521,131903.524205189
1522,171121.556945013
1523,108834.111829608
1524,123502.789021317
1525,125836.824426797
1526,107450.907702588
1527,107284.700365784
1528,155305.542459795
1529,140190.517172022
1530,202379.371794251
1531,95988.1686527494
1532,101734.630372392
1533,143202.164586228
1534,123544.682290043
1535,153474.443654581
1536,111152.180661251
1537,64794.5484189134
1538,151324.611084939
1539,184703.787214618
1540,87887.0217685079
1541,137100.044693543
1542,138928.16868533
1543,180351.648499033
1544,84366.6594451829
1545,111183.110136273
1546,123989.768670008
1547,124985.498069925
1548,134702.713158731
1549,116176.956042209
1550,122935.307068151
1551,118665.98862387
1552,128630.776378529
1553,132171.823848888
1554,121757.217104254
1555,160931.879286699
1556,88670.6319685331
1557,101835.309519511
1558,101319.283863477
1559,57504.4868916882
1560,136819.246630837
1561,125676.161564773
1562,132273.704271789
1563,121021.628163359
1564,163933.294076443
1565,145516.464725929
1566,246025.740616853
1567,83992.1203785373
1568,212666.462263793
1569,126396.523486896
1570,138493.264566711
1571,122171.351150059
1572,150808.447181393
1573,232602.153147891
1574,121212.354403499
1575,216989.026662763
1576,248900.776778688
1577,184120.741495114
1578,139430.242220334
1579,144052.928939383
1580,198183.694967134
1581,154014.668342507
1582,129234.337278283
1583,321075.767332043
1584,227110.379564705
1585,137325.95777323
1586,80371.9418454923
1587,100090.548086633
1588,148390.925555662
1589,98703.1170662488
1590,141837.769629427
1591,94547.5687670247
1592,119768.575465385
1593,123115.749437754
1594,137092.428621368
1595,103817.098315828
1596,242026.700241343
1597,201481.314069283
1598,218458.9409183
1599,166233.048211229
1600,164060.819678249
1601,68796.6026390926
1602,111792.737730541
1603,70164.9016227363
1604,285795.168867658
1605,252256.195807324
1606,179866.766900017
1607,198070.667242719
1608,211422.881894843
1609,182375.840624549
1610,151435.761245153
1611,140151.339795359
1612,179462.131859434
1613,172942.592788488
1614,122808.542715851
1615,94419.9059317749
1616,81015.5464733043
1617,98781.4985165823
1618,130240.140916451
1619,144979.414859968
1620,172003.875215965
1621,143009.451106565
1622,143891.884852658
1623,274179.57405726
1624,214792.498899585
1625,124215.33394255
1626,175756.230467547
1627,189596.337266727
1628,276087.009332551
1629,177089.094492522
1630,354701.138131348
1631,208869.019132794
1632,226892.104479279
1633,171603.91546836
1634,186357.25082361
1635,174680.355768845
1636,156734.6759168
1637,192841.235724358
1638,200418.469240317
1639,189141.688168257
1640,273954.297145843
1641,181306.763016818
1642,217731.547123454
1643,227441.619513982
1644,231219.553200926
1645,210468.492059999
1646,162320.273334376
1647,169185.780872364
1648,132137.94519204
1649,136444.799097669
1650,116773.812208425
1651,128598.690939159
1652,107343.858582002
1653,110615.323760248
1654,152271.608986213
1655,150050.752879336
1656,149104.169786764
1657,154011.094772459
1658,148486.470712375
1659,135814.191289116
1660,154456.572117966
1661,458776.216211468
1662,410622.219296378
1663,384162.548416144
1664,563457.136033214
1665,309618.721031739
1666,336102.640064858
1667,377900.374507672
1668,333866.773038876
1669,297766.177198163
1670,350449.944988837
1671,259541.302825672
1672,464788.320379901
1673,281627.552839843
1674,249521.035128111
1675,183219.920223812
1676,186064.081251937
1677,208512.675893954
1678,493001.401242802
1679,370535.789802542
1680,321106.304980287
1681,244372.238165433
1682,307928.461886122
